Episode reward: 2.000	Steps: 11499	Avg. loss: 0.031114800600335002	Avg. reward: 1.44	Avg. Q: 0.9388168790258723	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 4.000	Steps: 11631	Avg. loss: 0.018446591481651096	Avg. reward: 1.47	Avg. Q: 0.9470039038646101	Greedinessless: 0.02	Vanilla reward: 4.000
Episode reward: 2.000	Steps: 11752	Avg. loss: 0.01592746016854841	Avg. reward: 1.49	Avg. Q: 1.0155196625010698	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 4.000	Steps: 11864	Avg. loss: 0.022243619048302726	Avg. reward: 1.53	Avg. Q: 0.9740945283500921	Greedinessless: 0.02	Vanilla reward: 4.000
Episode reward: 3.000	Steps: 11962	Avg. loss: 0.022429052109752472	Avg. reward: 1.56	Avg. Q: 0.976084498321118	Greedinessless: 0.02	Vanilla reward: 3.000
Episode reward: 4.000	Steps: 12069	Avg. loss: 0.02241294219641498	Avg. reward: 1.58	Avg. Q: 0.99918947227276	Greedinessless: 0.02	Vanilla reward: 4.000
Episode reward: 3.000	Steps: 12182	Avg. loss: 0.02884781378504288	Avg. reward: 1.61	Avg. Q: 1.054019654746604	Greedinessless: 0.02	Vanilla reward: 3.000
Episode reward: 2.000	Steps: 12283	Avg. loss: 0.01671160598285496	Avg. reward: 1.61	Avg. Q: 0.9304732524915891	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 1.000	Steps: 12361	Avg. loss: 0.017996350617613642	Avg. reward: 1.62	Avg. Q: 0.9935402523758065	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 6.000	Steps: 12518	Avg. loss: 0.02554065763998108	Avg. reward: 1.68	Avg. Q: 0.9754325573484862	Greedinessless: 0.02	Vanilla reward: 6.000
Episode reward: 1.000	Steps: 12612	Avg. loss: 0.016491819561148684	Avg. reward: 1.69	Avg. Q: 0.9864001259313407	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 4.000	Steps: 12722	Avg. loss: 0.024014346486957813	Avg. reward: 1.73	Avg. Q: 0.9422914241299485	Greedinessless: 0.02	Vanilla reward: 4.000
Episode reward: 5.000	Steps: 12856	Avg. loss: 0.02740828607313554	Avg. reward: 1.79	Avg. Q: 0.9874035381707386	Greedinessless: 0.02	Vanilla reward: 5.000
Episode reward: 2.000	Steps: 12953	Avg. loss: 0.015226140419448106	Avg. reward: 1.82	Avg. Q: 0.9525849181147376	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 2.000	Steps: 13039	Avg. loss: 0.015425771757561182	Avg. reward: 1.85	Avg. Q: 1.0311130802760753	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 3.000	Steps: 13141	Avg. loss: 0.025580651314857487	Avg. reward: 1.88	Avg. Q: 0.9350173662300982	Greedinessless: 0.02	Vanilla reward: 3.000
Episode reward: 5.000	Steps: 13268	Avg. loss: 0.021980694720696192	Avg. reward: 1.93	Avg. Q: 1.0884535031055842	Greedinessless: 0.02	Vanilla reward: 5.000
Episode reward: 2.000	Steps: 13375	Avg. loss: 0.016337093718063373	Avg. reward: 1.95	Avg. Q: 1.077959610108646	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 5.000	Steps: 13486	Avg. loss: 0.017752945822264467	Avg. reward: 2.0	Avg. Q: 1.0268216705895044	Greedinessless: 0.02	Vanilla reward: 5.000
Episode reward: 3.000	Steps: 13583	Avg. loss: 0.0167044524520558	Avg. reward: 2.04	Avg. Q: 1.0056584766230632	Greedinessless: 0.02	Vanilla reward: 3.000
Episode reward: 5.000	Steps: 13720	Avg. loss: 0.01895025051531515	Avg. reward: 2.09	Avg. Q: 1.0807301680537036	Greedinessless: 0.02	Vanilla reward: 5.000
Episode reward: 6.000	Steps: 13846	Avg. loss: 0.01904477623306335	Avg. reward: 2.14	Avg. Q: 1.0753086996141565	Greedinessless: 0.02	Vanilla reward: 6.000
